VvINV2,VvACYT,VvADH1,VvAGPL,VvHP,VvDMR6,VvLOX,VvOLP,VvSAMT,VvSUSY,VvWRKY,VvCASY,VvCKO,VvGLC1,VvGLC2,VvGLC3,status
NA,-0.72362007,NA,0.376785106,0.356737606,-0.13789728,-0.323218042,-0.274125343,0.295187423,4.525644983,NA,NA,NA,1.391345658,0.062299511,-0.61448542,0
0.822537499,NA,-2.120274146,0.663209984,1.440849292,14.34131717,1.23294707,11.15780516,4.109917197,1.826137449,NA,NA,-0.826240771,3.211910601,10.58842481,-0.39390091,1
NA,-1.186736914,-2.045550828,3.002346481,1.128124768,3.723226572,-0.467604495,15.85709675,NA,-0.603419331,-0.767577965,NA,NA,1.523969594,4.328569991,1.370775167,1
0.228249663,1.591964153,NA,0.519997545,-0.956705398,NA,-0.331239511,4.334795254,0.404179702,5.87539875,NA,2.198091508,0.553597941,1.294891886,3.291906136,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
-0.787790831,-0.72362007,-0.270872027,NA,-0.831615588,NA,-0.555840662,-0.454867327,NA,0.071457552,-0.682462696,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1.129266704,0.665730464,NA,0.806422422,NA,0.344743201,0.182134546,19.29119444,0.213443214,5.740423373,0.921632749,5.753384688,1.72840038,0.282127283,1.936268787,1.213214803,1
-0.116820694,-1.186736914,NA,4.14804599,-0.706525778,8.170413867,-0.178831588,31.46868563,0.594916191,0.881309812,0.188331974,1.444851427,-0.809616209,1.101984343,4.986452822,NA,1
-0.433135187,0.20261362,-1.386117548,1.450878396,0.14825459,-0.344743202,-0.226960406,3.431085333,0.594916191,1.016285189,NA,1.309268213,-0.355211492,0.028936132,2.574215774,-0.803557856,0
0.266590813,-0.955178492,-3.110358109,1.952121931,0.335889305,6.998286983,-0.066531013,7.317037994,0.772028645,0.476383683,0.672834272,1.459916229,-0.610121455,0.903048439,4.288698304,8.429479474,1
0.104939289,0.544957354,-0.347844246,-0.426076904,NA,-0.3310985,-0.510451102,-0.413733655,0.746461266,-0.558941545,0.155783592,-0.147252916,-0.251323599,-0.651546292,-0.502055783,-0.286441895,0
-0.841728359,-0.633717727,-0.995586128,NA,-0.857136339,-0.445695748,-1.134587255,-0.967326655,0.34472564,NA,-0.342139899,-0.853984666,-0.049056657,NA,-1.455200422,-0.228458926,0
-1.293697265,-0.628364783,-0.565027679,-0.792277467,-0.893772723,-0.292441834,-1.300613604,NA,-1.080234018,-1.679312689,-0.590884678,NA,NA,-0.978246095,-1.365063928,-0.495679795,0
NA,0.700687985,1.636200339,1.423320118,3.282293967,-0.15045475,0.380662215,0.180929535,1.267356963,0.133546527,-0.296935276,0.091966161,0.143339711,0.90443837,0.714918254,1.549035062,0
0.0304124,0.798995645,-0.295448222,-0.836310972,-0.388075198,-0.193138682,NA,-0.779886274,NA,0.582830804,-0.764565107,-0.498029774,-1.028960361,-0.490462776,0.22044879,NA,0
-1.421339282,-0.336012899,-0.641643521,-0.937171146,-0.700529639,-0.413066002,-1.013087999,0.133517475,-0.986555435,-1.452090179,-0.720418282,-1.307292525,NA,-0.847287261,-0.502217932,-0.547864241,0
1.072074055,-0.545894671,0.714145193,0.966378683,0.191844172,2.718620677,0.48283632,2.078632265,-0.102107511,-0.053337083,1.098981592,0.369227168,NA,0.859394838,NA,-0.159777335,0
0.163422365,-0.780712943,-0.299267301,-0.668350623,-0.110017903,0.005447254,-0.457775346,0.024195761,-0.765662931,0.231816078,-0.854443545,0.18726399,-0.936482138,0.025586931,-0.703226932,-0.491924175,0
0.357749599,-0.45657532,-0.278241056,-0.455029612,-0.506629628,-0.341900937,0.254313474,-1.015143091,NA,0.180128287,2.228442981,1.674018739,1.654616912,-0.57948949,-1.009282522,-0.179524738,0
-1.469541907,-1.142226338,-1.164943898,NA,-0.810565036,-0.552668338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0.750297527,2.970847327,0.618562296,0.109547691,-0.031344976,-0.524751609,0.308309185,-0.069262177,0.796726675,0.363347617,-0.265971534,0.01821867,0.333776793,0.733466683,0.74314143,-0.282600303,0
1.373927328,-0.181357073,0.322101424,-0.147780072,1.567110456,-0.411994855,-0.247243077,-0.254950695,5.406545689,-1.472329042,0.768280695,5.037019432,2.561997823,1.967330644,-0.664080528,0.372690245,0
0.098460145,-0.185387587,-0.298230464,-0.691493499,0.448967614,-0.41238885,-1.006046241,-0.706756354,0.573609405,NA,0.439251594,0.579823433,1.204585904,-0.586909638,-0.900300964,-0.025548844,0
-0.657281776,-0.532280491,-0.03534899,1.337180736,-0.100621281,-0.34273962,0.138572178,-0.872115086,-1.172391322,-0.841359704,NA,-0.887890827,-1.104673281,-1.14034233,NA,NA,0
3.836192399,0.069751852,1.641766083,0.792179536,NA,NA,2.834792206,-0.301471152,2.530615575,NA,NA,5.186593171,4.466492203,0.782236948,0.313492179,1.460207376,0
-0.00256686,-0.54725925,-0.092359051,0.137413446,-0.582102455,-0.449587844,0.60288824,0.120188701,-0.52323082,-0.020873189,-0.138281883,0.368104253,-0.416829979,0.07972067,1.02342682,-0.316436559,0
-0.775389425,-0.809989051,-1.168995135,-0.491644044,0.360504567,-0.54715971,-1.125847919,-0.710574172,-0.26974692,-1.448738579,-0.515639317,-1.031823538,-0.363060162,-0.992370072,-1.206814289,-0.201447444,0
-0.779858163,-1.553135396,-1.596896932,3.794813167,-1.383051454,3.356265832,0.082089358,70.22848442,-0.161169783,NA,-1.171776933,-0.345900548,-1.748644148,0.541130979,14.70348457,-0.53547088,1
2.473909507,-1.38740751,-0.84705293,19.45919657,-0.673289746,6.010538284,3.19250728,63.16567185,2.65225678,-0.016206605,-0.489950942,1.386172302,-0.481200078,8.646060356,63.49437802,-0.309128263,1
2.494130731,0.340291542,1.132899568,1.29881234,0.434426551,0.413969192,NA,0.431101013,1.198291591,1.202882852,0.931970941,1.290212944,0.088611491,1.372587929,3.114793545,-0.24118276,0
